Accession ID,Country
EPI_ISL_3188980,Uzbekistan
EPI_ISL_3188981,Uzbekistan
EPI_ISL_3188982,Uzbekistan
EPI_ISL_3188983,Uzbekistan
EPI_ISL_3188984,Uzbekistan
EPI_ISL_3188985,Uzbekistan
EPI_ISL_3188986,Uzbekistan
EPI_ISL_3188987,Uzbekistan
EPI_ISL_3188988,Uzbekistan
EPI_ISL_3188989,Uzbekistan
EPI_ISL_3188990,Uzbekistan
EPI_ISL_3188991,Uzbekistan
EPI_ISL_3188992,Uzbekistan
EPI_ISL_3188993,Uzbekistan
EPI_ISL_3188994,Uzbekistan
EPI_ISL_3188995,Uzbekistan
EPI_ISL_3188996,Uzbekistan
EPI_ISL_3188997,Uzbekistan
EPI_ISL_3188998,Uzbekistan
EPI_ISL_3188999,Uzbekistan
EPI_ISL_3189000,Uzbekistan
EPI_ISL_3189001,Uzbekistan
EPI_ISL_3668627,Uzbekistan
EPI_ISL_3668628,Uzbekistan
EPI_ISL_3668629,Uzbekistan
EPI_ISL_3668630,Uzbekistan
EPI_ISL_3668634,Uzbekistan
EPI_ISL_3668635,Uzbekistan
EPI_ISL_10512032,Moldova
EPI_ISL_10512033,Moldova
EPI_ISL_10512036,Moldova
EPI_ISL_10512039,Moldova
EPI_ISL_10512040,Moldova
EPI_ISL_10512043,Moldova
EPI_ISL_10512057,Moldova
EPI_ISL_10512058,Moldova
EPI_ISL_10512067,Moldova
EPI_ISL_10512081,Moldova
EPI_ISL_10512086,Moldova
EPI_ISL_10512092,Moldova
EPI_ISL_10637840,Moldova
EPI_ISL_10637846,Moldova
EPI_ISL_10637857,Moldova
EPI_ISL_10637860,Moldova
EPI_ISL_10637862,Moldova
EPI_ISL_10637863,Moldova
EPI_ISL_10637866,Moldova
EPI_ISL_10637874,Moldova
EPI_ISL_10637876,Moldova
EPI_ISL_10637880,Moldova
EPI_ISL_10637883,Moldova
EPI_ISL_10637887,Moldova
EPI_ISL_10637888,Moldova
EPI_ISL_10637893,Moldova
EPI_ISL_10637894,Moldova
EPI_ISL_10637899,Moldova
EPI_ISL_10637900,Moldova
EPI_ISL_10637908,Moldova
EPI_ISL_10637911,Moldova
EPI_ISL_1385804,Moldova
EPI_ISL_1385807,Moldova
EPI_ISL_1385811,Moldova
EPI_ISL_14295864,Moldova
EPI_ISL_14295865,Moldova
EPI_ISL_14295866,Moldova
EPI_ISL_14295867,Moldova
EPI_ISL_14295868,Moldova
EPI_ISL_14295869,Moldova
EPI_ISL_14295870,Moldova
EPI_ISL_14295871,Moldova
EPI_ISL_14295872,Moldova
EPI_ISL_14295874,Moldova
EPI_ISL_14295876,Moldova
EPI_ISL_14295877,Moldova
EPI_ISL_14295878,Moldova
EPI_ISL_14295879,Moldova
EPI_ISL_14295880,Moldova
EPI_ISL_14295882,Moldova
EPI_ISL_14295883,Moldova
EPI_ISL_14295884,Moldova
EPI_ISL_14295885,Moldova
EPI_ISL_14295886,Moldova
EPI_ISL_14295887,Moldova
EPI_ISL_14295888,Moldova
EPI_ISL_14295889,Moldova
EPI_ISL_14295890,Moldova
EPI_ISL_14295892,Moldova
EPI_ISL_14295895,Moldova
EPI_ISL_14295896,Moldova
EPI_ISL_14295897,Moldova
EPI_ISL_14295898,Moldova
EPI_ISL_14295899,Moldova
EPI_ISL_14295900,Moldova
EPI_ISL_2894986,Moldova
EPI_ISL_2894987,Moldova
EPI_ISL_2894988,Moldova
EPI_ISL_2894989,Moldova
EPI_ISL_2894990,Moldova
EPI_ISL_2894991,Moldova
EPI_ISL_2894992,Moldova
EPI_ISL_2894993,Moldova
EPI_ISL_2894994,Moldova
EPI_ISL_2894995,Moldova
EPI_ISL_2894996,Moldova
EPI_ISL_3064701,Moldova
EPI_ISL_3064702,Moldova
EPI_ISL_3064703,Moldova
EPI_ISL_3064704,Moldova
EPI_ISL_3064705,Moldova
EPI_ISL_3064706,Moldova
EPI_ISL_3064707,Moldova
EPI_ISL_3064708,Moldova
EPI_ISL_3064709,Moldova
EPI_ISL_3064712,Moldova
EPI_ISL_3064713,Moldova
EPI_ISL_3446530,Moldova
EPI_ISL_3446531,Moldova
EPI_ISL_3446535,Moldova
EPI_ISL_3446536,Moldova
EPI_ISL_3446539,Moldova
EPI_ISL_3446540,Moldova
EPI_ISL_3446541,Moldova
EPI_ISL_3446542,Moldova
EPI_ISL_3446543,Moldova
EPI_ISL_3446544,Moldova
EPI_ISL_3446545,Moldova
EPI_ISL_516938,Moldova
EPI_ISL_523960,Moldova
EPI_ISL_523962,Moldova
EPI_ISL_523964,Moldova
EPI_ISL_523966,Moldova
EPI_ISL_523968,Moldova
EPI_ISL_7570334,Moldova
EPI_ISL_7570448,Moldova
EPI_ISL_7570558,Moldova
EPI_ISL_7675936,Moldova
EPI_ISL_7675937,Moldova
EPI_ISL_7677562,Moldova
EPI_ISL_7677990,Moldova
EPI_ISL_7678184,Moldova
EPI_ISL_7678599,Moldova
EPI_ISL_7679316,Moldova
EPI_ISL_7679868,Moldova
EPI_ISL_7680899,Moldova
EPI_ISL_7681596,Moldova
EPI_ISL_7690587,Moldova
EPI_ISL_7690740,Moldova
EPI_ISL_7691511,Moldova
EPI_ISL_7691740,Moldova
EPI_ISL_7692175,Moldova
EPI_ISL_7728423,Moldova
EPI_ISL_7728595,Moldova
EPI_ISL_7728805,Moldova
EPI_ISL_7728841,Moldova
EPI_ISL_7728894,Moldova
EPI_ISL_7728946,Moldova
EPI_ISL_7752466,Moldova
EPI_ISL_7753574,Moldova
EPI_ISL_7775002,Moldova
EPI_ISL_7775323,Moldova
EPI_ISL_7775439,Moldova
EPI_ISL_7777066,Moldova
EPI_ISL_7777511,Moldova
EPI_ISL_7777599,Moldova
EPI_ISL_7777676,Moldova
EPI_ISL_7778132,Moldova
EPI_ISL_7778361,Moldova
EPI_ISL_7778724,Moldova
EPI_ISL_7778879,Moldova
EPI_ISL_7779344,Moldova
EPI_ISL_8178838,Moldova
EPI_ISL_8179309,Moldova
EPI_ISL_8179517,Moldova
EPI_ISL_8179640,Moldova
EPI_ISL_8179686,Moldova
EPI_ISL_8179862,Moldova
EPI_ISL_8179917,Moldova
EPI_ISL_8180545,Moldova
EPI_ISL_9102379,Moldova
EPI_ISL_1139146,Armenia
EPI_ISL_1139147,Armenia
EPI_ISL_1139148,Armenia
EPI_ISL_1139149,Armenia
EPI_ISL_1139150,Armenia
EPI_ISL_1139151,Armenia
EPI_ISL_1139152,Armenia
EPI_ISL_1139153,Armenia
EPI_ISL_1139154,Armenia
EPI_ISL_1139155,Armenia
EPI_ISL_1139156,Armenia
EPI_ISL_1139157,Armenia
EPI_ISL_1718282,Armenia
EPI_ISL_1718283,Armenia
EPI_ISL_1718284,Armenia
EPI_ISL_1718285,Armenia
EPI_ISL_1718286,Armenia
EPI_ISL_1718287,Armenia
EPI_ISL_1718288,Armenia
EPI_ISL_1718289,Armenia
EPI_ISL_1718290,Armenia
EPI_ISL_1718291,Armenia
EPI_ISL_1718292,Armenia
EPI_ISL_1718293,Armenia
EPI_ISL_1718294,Armenia
EPI_ISL_1718295,Armenia
EPI_ISL_1718296,Armenia
EPI_ISL_1718297,Armenia
EPI_ISL_1718298,Armenia
EPI_ISL_1718299,Armenia
EPI_ISL_1718300,Armenia
EPI_ISL_1718301,Armenia
EPI_ISL_1718302,Armenia
EPI_ISL_1718303,Armenia
EPI_ISL_1718304,Armenia
EPI_ISL_1718305,Armenia
EPI_ISL_1854605,Armenia
EPI_ISL_1854606,Armenia
EPI_ISL_1854607,Armenia
EPI_ISL_1854608,Armenia
EPI_ISL_1854609,Armenia
EPI_ISL_1854610,Armenia
EPI_ISL_1854611,Armenia
EPI_ISL_1854612,Armenia
EPI_ISL_1854613,Armenia
EPI_ISL_1854614,Armenia
EPI_ISL_1854615,Armenia
EPI_ISL_1854616,Armenia
EPI_ISL_1854617,Armenia
EPI_ISL_1854618,Armenia
EPI_ISL_1854619,Armenia
EPI_ISL_1854620,Armenia
EPI_ISL_1854621,Armenia
EPI_ISL_1854622,Armenia
EPI_ISL_1854624,Armenia
EPI_ISL_1854625,Armenia
EPI_ISL_1854626,Armenia
EPI_ISL_1854627,Armenia
EPI_ISL_1854628,Armenia
EPI_ISL_1854629,Armenia
EPI_ISL_1854630,Armenia
EPI_ISL_1854631,Armenia
EPI_ISL_1854632,Armenia
EPI_ISL_1854633,Armenia
EPI_ISL_1854634,Armenia
EPI_ISL_1854635,Armenia
EPI_ISL_1854636,Armenia
EPI_ISL_1854637,Armenia
EPI_ISL_1854638,Armenia
EPI_ISL_1854639,Armenia
EPI_ISL_1854640,Armenia
EPI_ISL_1854641,Armenia
EPI_ISL_1854642,Armenia
EPI_ISL_1854643,Armenia
EPI_ISL_1854644,Armenia
EPI_ISL_1854645,Armenia
EPI_ISL_1854646,Armenia
EPI_ISL_1854647,Armenia
EPI_ISL_1854648,Armenia
EPI_ISL_1854649,Armenia
EPI_ISL_683449,Armenia
EPI_ISL_683450,Armenia
EPI_ISL_683451,Armenia
EPI_ISL_10717568,Ukraine
EPI_ISL_1112293,Ukraine
EPI_ISL_1112294,Ukraine
EPI_ISL_1112295,Ukraine
EPI_ISL_1112296,Ukraine
EPI_ISL_1112297,Ukraine
EPI_ISL_1112298,Ukraine
EPI_ISL_1112299,Ukraine
EPI_ISL_1112300,Ukraine
EPI_ISL_1112301,Ukraine
EPI_ISL_1112302,Ukraine
EPI_ISL_1112303,Ukraine
EPI_ISL_1112304,Ukraine
EPI_ISL_1112305,Ukraine
EPI_ISL_1112306,Ukraine
EPI_ISL_1112307,Ukraine
EPI_ISL_1112308,Ukraine
EPI_ISL_1112309,Ukraine
EPI_ISL_1112310,Ukraine
EPI_ISL_1112311,Ukraine
EPI_ISL_1112312,Ukraine
EPI_ISL_1112313,Ukraine
EPI_ISL_1112314,Ukraine
EPI_ISL_1112315,Ukraine
EPI_ISL_1112316,Ukraine
EPI_ISL_1112317,Ukraine
EPI_ISL_1112318,Ukraine
EPI_ISL_1112319,Ukraine
EPI_ISL_1112320,Ukraine
EPI_ISL_1112321,Ukraine
EPI_ISL_1112322,Ukraine
EPI_ISL_1112323,Ukraine
EPI_ISL_1112324,Ukraine
EPI_ISL_1112325,Ukraine
EPI_ISL_1112326,Ukraine
EPI_ISL_1112327,Ukraine
EPI_ISL_1112328,Ukraine
EPI_ISL_1112329,Ukraine
EPI_ISL_1112330,Ukraine
EPI_ISL_1112331,Ukraine
EPI_ISL_1112332,Ukraine
EPI_ISL_1112333,Ukraine
EPI_ISL_1112334,Ukraine
EPI_ISL_1112335,Ukraine
EPI_ISL_1112336,Ukraine
EPI_ISL_1112337,Ukraine
EPI_ISL_1112338,Ukraine
EPI_ISL_1112339,Ukraine
EPI_ISL_1112753,Ukraine
EPI_ISL_11438686,Ukraine
EPI_ISL_11438714,Ukraine
EPI_ISL_12267832,Ukraine
EPI_ISL_1298474,Ukraine
EPI_ISL_1298475,Ukraine
EPI_ISL_1298476,Ukraine
EPI_ISL_1298477,Ukraine
EPI_ISL_1298478,Ukraine
EPI_ISL_1298479,Ukraine
EPI_ISL_1298480,Ukraine
EPI_ISL_1298481,Ukraine
EPI_ISL_1298482,Ukraine
EPI_ISL_1298483,Ukraine
EPI_ISL_1298484,Ukraine
EPI_ISL_1298485,Ukraine
EPI_ISL_1298486,Ukraine
EPI_ISL_1298487,Ukraine
EPI_ISL_1298488,Ukraine
EPI_ISL_13199869,Ukraine
EPI_ISL_13199872,Ukraine
EPI_ISL_13477111,Ukraine
EPI_ISL_13620647,Ukraine
EPI_ISL_13661799,Ukraine
EPI_ISL_13668129,Ukraine
EPI_ISL_13671477,Ukraine
EPI_ISL_13671514,Ukraine
EPI_ISL_13671620,Ukraine
EPI_ISL_13747238,Ukraine
EPI_ISL_13747670,Ukraine
EPI_ISL_13747898,Ukraine
EPI_ISL_14051626,Ukraine
EPI_ISL_14503437,Ukraine
EPI_ISL_14676363,Ukraine
EPI_ISL_14676364,Ukraine
EPI_ISL_14676365,Ukraine
EPI_ISL_14676366,Ukraine
EPI_ISL_14676367,Ukraine
EPI_ISL_14676368,Ukraine
EPI_ISL_14676371,Ukraine
EPI_ISL_14676372,Ukraine
EPI_ISL_14676377,Ukraine
EPI_ISL_14676378,Ukraine
EPI_ISL_14676379,Ukraine
EPI_ISL_14676380,Ukraine
EPI_ISL_14676408,Ukraine
EPI_ISL_14676416,Ukraine
EPI_ISL_14676417,Ukraine
EPI_ISL_14889094,Ukraine
EPI_ISL_14889096,Ukraine
EPI_ISL_14889103,Ukraine
EPI_ISL_1495111,Ukraine
EPI_ISL_1495112,Ukraine
EPI_ISL_1495113,Ukraine
EPI_ISL_1495114,Ukraine
EPI_ISL_1495115,Ukraine
EPI_ISL_1495116,Ukraine
EPI_ISL_1495117,Ukraine
EPI_ISL_1495118,Ukraine
EPI_ISL_1495119,Ukraine
EPI_ISL_1495120,Ukraine
EPI_ISL_1495121,Ukraine
EPI_ISL_1495122,Ukraine
EPI_ISL_1495123,Ukraine
EPI_ISL_1495124,Ukraine
EPI_ISL_1495125,Ukraine
EPI_ISL_1495126,Ukraine
EPI_ISL_1495128,Ukraine
EPI_ISL_1495129,Ukraine
EPI_ISL_1495130,Ukraine
EPI_ISL_1495131,Ukraine
EPI_ISL_1495132,Ukraine
EPI_ISL_1495133,Ukraine
EPI_ISL_1495134,Ukraine
EPI_ISL_1495135,Ukraine
EPI_ISL_1495136,Ukraine
EPI_ISL_1495137,Ukraine
EPI_ISL_1495138,Ukraine
EPI_ISL_1495139,Ukraine
EPI_ISL_1495140,Ukraine
EPI_ISL_1495141,Ukraine
EPI_ISL_1495142,Ukraine
EPI_ISL_1495143,Ukraine
EPI_ISL_15349626,Ukraine
EPI_ISL_15349627,Ukraine
EPI_ISL_15349628,Ukraine
EPI_ISL_15963500,Ukraine
EPI_ISL_2934569,Ukraine
EPI_ISL_2934571,Ukraine
EPI_ISL_2934572,Ukraine
EPI_ISL_2934573,Ukraine
EPI_ISL_2934574,Ukraine
EPI_ISL_2966511,Ukraine
EPI_ISL_2966512,Ukraine
EPI_ISL_2966513,Ukraine
EPI_ISL_3253256,Ukraine
EPI_ISL_3253257,Ukraine
EPI_ISL_3253258,Ukraine
EPI_ISL_3253259,Ukraine
EPI_ISL_3253266,Ukraine
EPI_ISL_3253267,Ukraine
EPI_ISL_3253268,Ukraine
EPI_ISL_3253269,Ukraine
EPI_ISL_3253270,Ukraine
EPI_ISL_3253271,Ukraine
EPI_ISL_3253272,Ukraine
EPI_ISL_3253273,Ukraine
EPI_ISL_3253274,Ukraine
EPI_ISL_3253275,Ukraine
EPI_ISL_3253276,Ukraine
EPI_ISL_3253277,Ukraine
EPI_ISL_3253278,Ukraine
EPI_ISL_3253279,Ukraine
EPI_ISL_3253280,Ukraine
EPI_ISL_3253281,Ukraine
EPI_ISL_3253282,Ukraine
EPI_ISL_3253283,Ukraine
EPI_ISL_3253284,Ukraine
EPI_ISL_3253285,Ukraine
EPI_ISL_3253286,Ukraine
EPI_ISL_3253287,Ukraine
EPI_ISL_3253288,Ukraine
EPI_ISL_3253289,Ukraine
EPI_ISL_3253290,Ukraine
EPI_ISL_3253291,Ukraine
EPI_ISL_3253292,Ukraine
EPI_ISL_3253293,Ukraine
EPI_ISL_3253294,Ukraine
EPI_ISL_3253295,Ukraine
EPI_ISL_3253296,Ukraine
EPI_ISL_3253297,Ukraine
EPI_ISL_3262118,Ukraine
EPI_ISL_3262119,Ukraine
EPI_ISL_3262120,Ukraine
EPI_ISL_3262121,Ukraine
EPI_ISL_3262122,Ukraine
EPI_ISL_3262123,Ukraine
EPI_ISL_3262124,Ukraine
EPI_ISL_3262125,Ukraine
EPI_ISL_3262126,Ukraine
EPI_ISL_3262127,Ukraine
EPI_ISL_3262128,Ukraine
EPI_ISL_3262129,Ukraine
EPI_ISL_3262130,Ukraine
EPI_ISL_3262131,Ukraine
EPI_ISL_3262132,Ukraine
EPI_ISL_3262133,Ukraine
EPI_ISL_3262135,Ukraine
EPI_ISL_3262136,Ukraine
EPI_ISL_3262137,Ukraine
EPI_ISL_3262138,Ukraine
EPI_ISL_4260382,Ukraine
EPI_ISL_4260384,Ukraine
EPI_ISL_4260386,Ukraine
EPI_ISL_4260388,Ukraine
EPI_ISL_4260390,Ukraine
EPI_ISL_4260393,Ukraine
EPI_ISL_4260395,Ukraine
EPI_ISL_4260396,Ukraine
EPI_ISL_4260398,Ukraine
EPI_ISL_4260400,Ukraine
EPI_ISL_4260402,Ukraine
EPI_ISL_4260404,Ukraine
EPI_ISL_4260406,Ukraine
EPI_ISL_4260408,Ukraine
EPI_ISL_4260410,Ukraine
EPI_ISL_4260411,Ukraine
EPI_ISL_4260413,Ukraine
EPI_ISL_4260414,Ukraine
EPI_ISL_4260416,Ukraine
EPI_ISL_4260418,Ukraine
EPI_ISL_4260420,Ukraine
EPI_ISL_4260424,Ukraine
EPI_ISL_4260427,Ukraine
EPI_ISL_4260429,Ukraine
EPI_ISL_4260430,Ukraine
EPI_ISL_4260432,Ukraine
EPI_ISL_4260433,Ukraine
EPI_ISL_4260435,Ukraine
EPI_ISL_4260436,Ukraine
EPI_ISL_4260438,Ukraine
EPI_ISL_4260440,Ukraine
EPI_ISL_4260442,Ukraine
EPI_ISL_4260444,Ukraine
EPI_ISL_4260445,Ukraine
EPI_ISL_4260449,Ukraine
EPI_ISL_4260450,Ukraine
EPI_ISL_4440036,Ukraine
EPI_ISL_4440039,Ukraine
EPI_ISL_4440048,Ukraine
EPI_ISL_4440057,Ukraine
EPI_ISL_4440060,Ukraine
EPI_ISL_4440062,Ukraine
EPI_ISL_4440066,Ukraine
EPI_ISL_4440068,Ukraine
EPI_ISL_4440078,Ukraine
EPI_ISL_4440080,Ukraine
EPI_ISL_4440084,Ukraine
EPI_ISL_4440093,Ukraine
EPI_ISL_4440095,Ukraine
EPI_ISL_4440097,Ukraine
EPI_ISL_512597,Ukraine
EPI_ISL_512598,Ukraine
EPI_ISL_512599,Ukraine
EPI_ISL_512600,Ukraine
EPI_ISL_512603,Ukraine
EPI_ISL_512604,Ukraine
EPI_ISL_512605,Ukraine
EPI_ISL_512606,Ukraine
EPI_ISL_512607,Ukraine
EPI_ISL_512608,Ukraine
EPI_ISL_512609,Ukraine
EPI_ISL_512610,Ukraine
EPI_ISL_512611,Ukraine
EPI_ISL_512612,Ukraine
EPI_ISL_512614,Ukraine
EPI_ISL_512615,Ukraine
EPI_ISL_512616,Ukraine
EPI_ISL_512617,Ukraine
EPI_ISL_512618,Ukraine
EPI_ISL_512620,Ukraine
EPI_ISL_512621,Ukraine
EPI_ISL_512622,Ukraine
EPI_ISL_512623,Ukraine
EPI_ISL_512624,Ukraine
EPI_ISL_512625,Ukraine
EPI_ISL_512626,Ukraine
EPI_ISL_512628,Ukraine
EPI_ISL_512629,Ukraine
EPI_ISL_512631,Ukraine
EPI_ISL_512632,Ukraine
EPI_ISL_512634,Ukraine
EPI_ISL_512636,Ukraine
EPI_ISL_512638,Ukraine
EPI_ISL_512640,Ukraine
EPI_ISL_512641,Ukraine
EPI_ISL_512642,Ukraine
EPI_ISL_512643,Ukraine
EPI_ISL_512810,Ukraine
EPI_ISL_5633415,Ukraine
EPI_ISL_5633416,Ukraine
EPI_ISL_5633417,Ukraine
EPI_ISL_5633418,Ukraine
EPI_ISL_5633420,Ukraine
EPI_ISL_5633421,Ukraine
EPI_ISL_5633422,Ukraine
EPI_ISL_5633424,Ukraine
EPI_ISL_5633425,Ukraine
EPI_ISL_5633428,Ukraine
EPI_ISL_5633429,Ukraine
EPI_ISL_5633430,Ukraine
EPI_ISL_5633431,Ukraine
EPI_ISL_5633432,Ukraine
EPI_ISL_5633433,Ukraine
EPI_ISL_5633434,Ukraine
EPI_ISL_5633435,Ukraine
EPI_ISL_5633436,Ukraine
EPI_ISL_5633437,Ukraine
EPI_ISL_5633438,Ukraine
EPI_ISL_5633439,Ukraine
EPI_ISL_5633440,Ukraine
EPI_ISL_576146,Ukraine
EPI_ISL_576147,Ukraine
EPI_ISL_576148,Ukraine
EPI_ISL_576149,Ukraine
EPI_ISL_582509,Ukraine
EPI_ISL_582510,Ukraine
EPI_ISL_582511,Ukraine
EPI_ISL_582512,Ukraine
EPI_ISL_582513,Ukraine
EPI_ISL_5852904,Ukraine
EPI_ISL_5852905,Ukraine
EPI_ISL_5852906,Ukraine
EPI_ISL_5852908,Ukraine
EPI_ISL_5852909,Ukraine
EPI_ISL_5852910,Ukraine
EPI_ISL_5852911,Ukraine
EPI_ISL_5852918,Ukraine
EPI_ISL_5859548,Ukraine
EPI_ISL_5881037,Ukraine
EPI_ISL_5881038,Ukraine
EPI_ISL_5881039,Ukraine
EPI_ISL_5881040,Ukraine
EPI_ISL_5881041,Ukraine
EPI_ISL_5881042,Ukraine
EPI_ISL_5881043,Ukraine
EPI_ISL_5881045,Ukraine
EPI_ISL_5881046,Ukraine
EPI_ISL_5881056,Ukraine
EPI_ISL_5881057,Ukraine
EPI_ISL_5881058,Ukraine
EPI_ISL_5881059,Ukraine
EPI_ISL_5881060,Ukraine
EPI_ISL_5881061,Ukraine
EPI_ISL_5881062,Ukraine
EPI_ISL_5881063,Ukraine
EPI_ISL_5881064,Ukraine
EPI_ISL_5881065,Ukraine
EPI_ISL_6280195,Ukraine
EPI_ISL_6280202,Ukraine
EPI_ISL_6280207,Ukraine
EPI_ISL_6280226,Ukraine
EPI_ISL_6280232,Ukraine
EPI_ISL_6280241,Ukraine
EPI_ISL_6280248,Ukraine
EPI_ISL_6280254,Ukraine
EPI_ISL_6280262,Ukraine
EPI_ISL_6280271,Ukraine
EPI_ISL_6280281,Ukraine
EPI_ISL_6280290,Ukraine
EPI_ISL_6280301,Ukraine
EPI_ISL_6280305,Ukraine
EPI_ISL_6280313,Ukraine
EPI_ISL_6280318,Ukraine
EPI_ISL_6280325,Ukraine
EPI_ISL_6280331,Ukraine
EPI_ISL_6280341,Ukraine
EPI_ISL_6280350,Ukraine
EPI_ISL_6280358,Ukraine
EPI_ISL_6280366,Ukraine
EPI_ISL_6280374,Ukraine
EPI_ISL_6280379,Ukraine
EPI_ISL_6280383,Ukraine
EPI_ISL_6280391,Ukraine
EPI_ISL_6280399,Ukraine
EPI_ISL_6280405,Ukraine
EPI_ISL_6280413,Ukraine
EPI_ISL_6280422,Ukraine
EPI_ISL_6280428,Ukraine
EPI_ISL_654818,Ukraine
EPI_ISL_654819,Ukraine
EPI_ISL_654820,Ukraine
EPI_ISL_6700698,Ukraine
EPI_ISL_6700699,Ukraine
EPI_ISL_6700700,Ukraine
EPI_ISL_6700701,Ukraine
EPI_ISL_6700702,Ukraine
EPI_ISL_6700703,Ukraine
EPI_ISL_6700704,Ukraine
EPI_ISL_6700710,Ukraine
EPI_ISL_6700716,Ukraine
EPI_ISL_6700723,Ukraine
EPI_ISL_6700731,Ukraine
EPI_ISL_6700739,Ukraine
EPI_ISL_6700746,Ukraine
EPI_ISL_6700748,Ukraine
EPI_ISL_6700753,Ukraine
EPI_ISL_6700763,Ukraine
EPI_ISL_6700768,Ukraine
EPI_ISL_6700776,Ukraine
EPI_ISL_6700793,Ukraine
EPI_ISL_6700794,Ukraine
EPI_ISL_6700796,Ukraine
EPI_ISL_6700797,Ukraine
EPI_ISL_6700799,Ukraine
EPI_ISL_6700800,Ukraine
EPI_ISL_6700801,Ukraine
EPI_ISL_6700802,Ukraine
EPI_ISL_6700804,Ukraine
EPI_ISL_6700805,Ukraine
EPI_ISL_6700806,Ukraine
EPI_ISL_6700807,Ukraine
EPI_ISL_6700808,Ukraine
EPI_ISL_6700809,Ukraine
EPI_ISL_6705650,Ukraine
EPI_ISL_7967972,Ukraine
EPI_ISL_7967973,Ukraine
EPI_ISL_7967974,Ukraine
EPI_ISL_7967975,Ukraine
EPI_ISL_7967976,Ukraine
EPI_ISL_7967977,Ukraine
EPI_ISL_7967978,Ukraine
EPI_ISL_7967979,Ukraine
EPI_ISL_7967980,Ukraine
EPI_ISL_7967981,Ukraine
EPI_ISL_7967982,Ukraine
EPI_ISL_7967983,Ukraine
EPI_ISL_7967984,Ukraine
EPI_ISL_7967985,Ukraine
EPI_ISL_7967986,Ukraine
EPI_ISL_7967987,Ukraine
EPI_ISL_7967988,Ukraine
EPI_ISL_7967989,Ukraine
EPI_ISL_7967990,Ukraine
EPI_ISL_7967991,Ukraine
EPI_ISL_7967992,Ukraine
EPI_ISL_7967993,Ukraine
EPI_ISL_7967994,Ukraine
EPI_ISL_7967995,Ukraine
EPI_ISL_7967996,Ukraine
EPI_ISL_7967997,Ukraine
EPI_ISL_7967998,Ukraine
EPI_ISL_7967999,Ukraine
EPI_ISL_7968000,Ukraine
EPI_ISL_7968001,Ukraine
EPI_ISL_7968002,Ukraine
EPI_ISL_7968003,Ukraine
EPI_ISL_7968004,Ukraine
EPI_ISL_7968005,Ukraine
EPI_ISL_7968006,Ukraine
EPI_ISL_7968007,Ukraine
EPI_ISL_7968008,Ukraine
EPI_ISL_7968009,Ukraine
EPI_ISL_7968010,Ukraine
EPI_ISL_7968012,Ukraine
EPI_ISL_7968013,Ukraine
EPI_ISL_8645800,Ukraine
EPI_ISL_8645802,Ukraine
EPI_ISL_8645804,Ukraine
EPI_ISL_8645805,Ukraine
EPI_ISL_8645806,Ukraine
EPI_ISL_8645807,Ukraine
EPI_ISL_8645808,Ukraine
EPI_ISL_8645809,Ukraine
EPI_ISL_8645810,Ukraine
EPI_ISL_8645813,Ukraine
EPI_ISL_8645814,Ukraine
EPI_ISL_8645815,Ukraine
EPI_ISL_8917339,Ukraine
EPI_ISL_9662955,Ukraine
EPI_ISL_9662961,Ukraine
EPI_ISL_9662962,Ukraine
EPI_ISL_9662964,Ukraine
EPI_ISL_9662965,Ukraine
EPI_ISL_9662967,Ukraine
EPI_ISL_9662969,Ukraine
EPI_ISL_9662970,Ukraine
EPI_ISL_9662972,Ukraine
EPI_ISL_9662974,Ukraine
EPI_ISL_9662976,Ukraine
EPI_ISL_9662984,Ukraine
EPI_ISL_9662985,Ukraine
EPI_ISL_9662986,Ukraine
EPI_ISL_9662987,Ukraine
EPI_ISL_9662988,Ukraine
EPI_ISL_9662989,Ukraine
EPI_ISL_9662990,Ukraine
EPI_ISL_9662991,Ukraine
EPI_ISL_9662992,Ukraine
EPI_ISL_9662993,Ukraine
EPI_ISL_9662994,Ukraine
EPI_ISL_9662995,Ukraine
EPI_ISL_9662996,Ukraine
EPI_ISL_9662997,Ukraine
EPI_ISL_9662999,Ukraine
EPI_ISL_9663000,Ukraine
EPI_ISL_9663001,Ukraine
EPI_ISL_9663002,Ukraine
EPI_ISL_9663004,Ukraine
EPI_ISL_9663005,Ukraine
EPI_ISL_9663006,Ukraine
EPI_ISL_9663007,Ukraine
EPI_ISL_9663008,Ukraine
EPI_ISL_9663009,Ukraine
EPI_ISL_9663011,Ukraine
EPI_ISL_9663013,Ukraine
EPI_ISL_9663014,Ukraine
EPI_ISL_9663015,Ukraine
EPI_ISL_9663016,Ukraine
EPI_ISL_9663017,Ukraine
EPI_ISL_9663018,Ukraine
EPI_ISL_9663020,Ukraine
EPI_ISL_9663023,Ukraine
EPI_ISL_9663024,Ukraine
EPI_ISL_9663030,Ukraine
EPI_ISL_9663031,Ukraine
EPI_ISL_9663032,Ukraine
EPI_ISL_979970,Ukraine
EPI_ISL_979971,Ukraine
EPI_ISL_979972,Ukraine
EPI_ISL_979973,Ukraine
EPI_ISL_9859601,Ukraine
EPI_ISL_9859602,Ukraine
EPI_ISL_9859603,Ukraine
EPI_ISL_9859607,Ukraine
EPI_ISL_9859625,Ukraine
EPI_ISL_9859626,Ukraine
EPI_ISL_9859627,Ukraine
EPI_ISL_9859628,Ukraine
EPI_ISL_1138969,Azerbaijan
